Member_number,itemDescription,year,month,day,day_of_week
4589,beverages,2015,8,12,2
2814,dish cleaner,2015,10,21,2
4848,mustard,2015,6,23,1
3454,other vegetables,2015,12,17,3
1118,yogurt,2015,7,27,0
1863,beverages,2015,11,2,0
3154,shopping bags,2015,5,1,4
3251,rolls/buns,2015,12,26,5
4964,domestic eggs,2015,11,30,0
4537,whipped/sour cream,2015,12,20,6
2063,herbs,2015,11,27,4
4873,hard cheese,2015,4,27,0
1841,margarine,2015,10,5,0
4420,red/blush wine,2015,2,25,2
3593,coffee,2015,8,27,3
4123,hair spray,2015,12,14,0
4571,napkins,2015,5,4,0
4503,coffee,2015,11,26,3
4526,whipped/sour cream,2015,1,18,6
2241,frozen meals,2015,10,18,6
3694,rolls/buns,2015,12,17,3
4988,long life bakery product,2015,12,20,6
4327,jam,2015,4,26,6
2061,sparkling wine,2015,12,15,1
3345,whole milk,2015,9,30,2
1937,pip fruit,2015,1,19,0
2055,sugar,2015,8,11,1
4362,curd,2015,8,5,2
4716,bottled beer,2015,1,3,5
4657,yogurt,2015,1,14,2
3281,frozen potato products,2015,6,16,1
3252,mustard,2015,2,15,6
4410,dessert,2015,5,10,6
4396,salt,2015,12,6,6
3683,other vegetables,2015,5,12,1
2493,sliced cheese,2015,7,8,2
1788,canned beer,2015,4,15,2
1846,misc. beverages,2015,5,18,0
4685,root vegetables,2015,4,11,5
2237,margarine,2015,9,2,2
3755,butter milk,2015,9,28,0
1280,fish,2015,12,8,1
4019,sliced cheese,2015,6,8,0
4875,dessert,2015,3,10,1
3552,other vegetables,2015,2,9,0
3134,other vegetables,2015,7,6,0
4797,root vegetables,2015,4,7,1
1443,root vegetables,2015,4,3,4
2171,rolls/buns,2015,3,31,1
4153,meat,2015,5,27,2
2476,root vegetables,2015,5,5,1
1550,oil,2015,5,14,3
1885,specialty bar,2015,12,25,4
2592,soda,2015,1,10,5
4607,soda,2015,11,17,1
3600,whole milk,2015,11,26,3
2848,pasta,2015,11,15,6
4160,root vegetables,2015,4,19,6
2800,other vegetables,2015,2,2,0
4882,pickled vegetables,2015,10,31,5
1908,female sanitary products,2015,10,6,1
2045,grapes,2015,7,12,6
4728,pip fruit,2015,2,15,6
4680,yogurt,2015,8,22,5
4780,other vegetables,2015,5,4,0
1107,misc. beverages,2015,6,5,4
3329,rolls/buns,2015,2,21,5
4122,rolls/buns,2015,4,24,4
2690,sugar,2015,4,11,5
2186,soda,2015,2,14,5
4871,cream cheese ,2015,11,15,6
1608,hamburger meat,2015,2,21,5
1116,bottled water,2015,7,23,3
1566,bottled beer,2015,11,19,3
3629,tropical fruit,2015,4,13,0
1835,pip fruit,2015,1,4,6
1853,butter milk,2015,3,2,0
1880,soda,2015,9,15,1
2476,whole milk,2015,4,12,6
1349,shopping bags,2015,10,5,0
3284,rolls/buns,2015,1,28,2
1660,specialty chocolate,2015,7,26,6
1866,bottled water,2015,2,15,6
1678,whole milk,2015,8,23,6
2327,bottled water,2015,4,8,2
4710,root vegetables,2015,9,5,5
4563,other vegetables,2015,6,27,5
4555,pip fruit,2015,3,31,1
4160,rolls/buns,2015,12,6,6
2006,coffee,2015,8,12,2
3120,grapes,2015,12,6,6
3750,yogurt,2015,2,28,5
4985,hard cheese,2015,12,26,5
2108,yogurt,2015,11,8,6
2072,root vegetables,2015,2,19,3
2391,yogurt,2015,6,27,5
1047,soda,2015,4,1,2
2464,other vegetables,2015,7,19,6
2029,rolls/buns,2015,8,7,4
3704,mustard,2015,1,22,3
1807,other vegetables,2015,12,18,4
2337,hard cheese,2015,8,15,5
4614,whole milk,2015,10,24,5
4105,root vegetables,2015,5,29,4
2600,fruit/vegetable juice,2015,12,5,5
4335,bottled water,2015,12,10,3
4582,other vegetables,2015,11,13,4
3306,frozen vegetables,2015,12,29,1
4789,shopping bags,2015,11,9,0
4744,soda,2015,1,20,1
3029,butter milk,2015,5,31,6
1144,whipped/sour cream,2015,1,28,2
2273,root vegetables,2015,11,27,4
1475,canned beer,2015,12,17,3
1173,rolls/buns,2015,10,22,3
2148,hard cheese,2015,7,19,6
3334,whole milk,2015,3,5,3
2200,white bread,2015,10,10,5
3973,hygiene articles,2015,2,9,0
2695,UHT-milk,2015,4,7,1
3053,chocolate,2015,12,25,4
2964,tropical fruit,2015,11,8,6
2494,butter,2015,6,13,5
1603,domestic eggs,2015,7,9,3
1264,semi-finished bread,2015,7,12,6
2809,other vegetables,2015,10,4,6
3180,domestic eggs,2015,9,15,1
4539,bottled water,2015,9,3,3
2990,canned beer,2015,6,29,0
1969,frozen vegetables,2015,11,2,0
1191,specialty chocolate,2015,8,8,5
2690,soda,2015,10,20,1
3803,pip fruit,2015,10,20,1
3999,whipped/sour cream,2015,4,19,6
3677,napkins,2015,11,30,0
1168,UHT-milk,2015,11,2,0
1324,salt,2015,12,27,6
3829,chewing gum,2015,10,7,2
2664,domestic eggs,2015,9,20,6
3002,white bread,2015,1,22,3
4305,other vegetables,2015,6,23,1
2633,whole milk,2015,2,14,5
1120,newspapers,2015,1,14,2
2870,pastry,2015,2,25,2
2977,pastry,2015,11,16,0
2135,cream cheese ,2015,1,25,6
4460,dessert,2015,12,7,0
2961,white bread,2015,7,21,1
2109,sugar,2015,9,24,3
1023,yogurt,2015,6,28,6
2645,processed cheese,2015,6,26,4
2910,cat food,2015,4,12,6
3251,rolls/buns,2015,9,11,4
2309,shopping bags,2015,12,29,1
2553,pip fruit,2015,6,21,6
4100,pastry,2015,4,22,2
2580,newspapers,2015,11,17,1
4628,bottled beer,2015,10,12,0
1073,pip fruit,2015,8,6,3
1459,curd,2015,7,18,5
3752,spread cheese,2015,8,21,4
4655,pip fruit,2015,3,21,5
2484,UHT-milk,2015,6,20,5
4990,salty snack,2015,3,15,6
2356,butter,2015,2,2,0
3476,domestic eggs,2015,4,21,1
4643,brown bread,2015,1,25,6
3287,rolls/buns,2015,2,2,0
3468,tropical fruit,2015,11,14,5
2779,cake bar,2015,12,27,6
3811,yogurt,2015,11,5,3
3122,pip fruit,2015,10,13,1
2874,bottled water,2015,1,22,3
3148,UHT-milk,2015,3,28,5
4359,newspapers,2015,9,24,3
4510,pastry,2015,3,26,3
3298,prosecco,2015,4,28,1
3285,whipped/sour cream,2015,12,7,0
4752,dessert,2015,11,2,0
4741,whole milk,2015,2,25,2
3557,whole milk,2015,5,24,6
4328,tropical fruit,2015,7,21,1
1052,yogurt,2015,6,7,6
1719,other vegetables,2015,9,17,3
1360,white bread,2015,5,2,5
1299,salty snack,2015,3,6,4
4260,margarine,2015,11,16,0
1785,brown bread,2015,7,15,2
3835,soda,2015,6,1,0
1720,whole milk,2015,5,12,1
1872,fruit/vegetable juice,2015,5,4,0
1406,whipped/sour cream,2015,3,23,0
3560,coffee,2015,9,29,1
4628,yogurt,2015,11,29,6
2692,UHT-milk,2015,9,10,3
4843,whole milk,2015,5,13,2
4395,whole milk,2015,6,25,3
1196,rolls/buns,2015,11,27,4
1076,butter,2015,5,14,3
3519,whole milk,2015,1,28,2
1335,yogurt,2015,10,18,6
4988,other vegetables,2015,10,29,3
4437,other vegetables,2015,10,20,1
2262,hygiene articles,2015,4,10,4
4320,canned beer,2015,7,1,2
1155,pet care,2015,1,4,6
3101,soda,2015,12,17,3
2433,root vegetables,2015,10,19,0
2051,whole milk,2015,11,14,5
3144,curd,2015,8,16,6
2000,hamburger meat,2015,8,23,6
2427,UHT-milk,2015,6,26,4
2916,domestic eggs,2015,6,13,5
1609,chocolate,2015,12,17,3
2982,yogurt,2015,6,25,3
1804,whole milk,2015,11,30,0
4997,curd,2015,12,27,6
2789,other vegetables,2015,1,28,2
2512,bottled water,2015,4,23,3
2641,frozen fruits,2015,1,3,5
2102,other vegetables,2015,10,5,0
2979,ice cream,2015,7,17,4
3685,dessert,2015,4,3,4
2918,ice cream,2015,11,10,1
4640,coffee,2015,1,31,5
1149,chicken,2015,6,8,0
4608,canned beer,2015,5,1,4
3794,berries,2015,11,26,3
3014,margarine,2015,4,11,5
2083,whole milk,2015,3,28,5
1656,whole milk,2015,8,13,3
1482,cream cheese ,2015,7,24,4
3050,sliced cheese,2015,10,20,1
3882,other vegetables,2015,4,23,3
2618,newspapers,2015,3,12,3
4888,beverages,2015,2,13,4
2523,semi-finished bread,2015,12,1,1
4633,brown bread,2015,4,14,1
2440,UHT-milk,2015,2,3,1
2100,specialty cheese,2015,5,7,3
3691,candy,2015,12,2,2
4499,frozen vegetables,2015,6,5,4
2370,chewing gum,2015,8,28,4
3831,domestic eggs,2015,10,14,2
4744,salty snack,2015,10,28,2
4919,root vegetables,2015,12,3,3
4876,soda,2015,2,21,5
1296,hard cheese,2015,8,20,3
4845,beef,2015,8,28,4
4606,whole milk,2015,3,13,4
1438,cream cheese ,2015,2,26,3
2777,soda,2015,5,24,6
4220,detergent,2015,10,8,3
1943,other vegetables,2015,7,1,2
3535,liquor (appetizer),2015,1,9,4
2194,dessert,2015,9,1,1
2326,misc. beverages,2015,11,29,6
4189,snack products,2015,7,4,5
1023,rolls/buns,2015,6,1,0
3886,butter milk,2015,1,4,6
1443,cream cheese ,2015,9,10,3
1395,root vegetables,2015,6,26,4
1291,domestic eggs,2015,1,14,2
1374,pip fruit,2015,10,3,5
4015,soft cheese,2015,2,20,4
3009,frozen vegetables,2015,2,18,2
2961,mayonnaise,2015,11,16,0
3260,whole milk,2015,8,7,4
1793,white wine,2015,5,19,1
2985,soda,2015,5,1,4
1205,yogurt,2015,3,14,5
1116,rolls/buns,2015,8,10,0
1633,whole milk,2015,9,8,1
3600,frozen vegetables,2015,7,30,3
4740,margarine,2015,10,7,2
2677,root vegetables,2015,12,23,2
1540,beverages,2015,8,14,4
4323,grapes,2015,3,26,3
4320,onions,2015,4,18,5
1363,butter,2015,6,16,1
1761,cream cheese ,2015,9,8,1
1733,organic sausage,2015,6,23,1
1994,yogurt,2015,5,10,6
4300,oil,2015,4,4,5
4298,root vegetables,2015,7,25,5
1097,soda,2015,1,11,6
3766,tropical fruit,2015,7,5,6
2348,root vegetables,2015,2,28,5
4588,pastry,2015,8,11,1
3784,spread cheese,2015,6,14,6
2787,rolls/buns,2015,5,3,6
2056,pastry,2015,11,24,1
3986,whole milk,2015,7,25,5
3861,bottled water,2015,7,7,1
1094,misc. beverages,2015,7,1,2
4743,bottled beer,2015,1,24,5
3543,cat food,2015,2,6,4
4914,whole milk,2015,3,14,5
2004,other vegetables,2015,8,21,4
4171,chewing gum,2015,3,6,4
3041,hard cheese,2015,9,15,1
1324,white wine,2015,10,7,2
1524,cream cheese ,2015,6,8,0
4260,canned beer,2015,5,30,5
1494,herbs,2015,9,29,1
2521,bottled water,2015,3,3,1
2225,brown bread,2015,4,28,1
3486,pip fruit,2015,12,23,2
1422,rolls/buns,2015,2,28,5
3082,tropical fruit,2015,2,20,4
1114,dessert,2015,12,3,3
4773,yogurt,2015,10,31,5
1939,sliced cheese,2015,10,30,4
2723,yogurt,2015,3,11,2
1361,rolls/buns,2015,8,9,6
2294,rolls/buns,2015,10,5,0
3915,pip fruit,2015,5,3,6
3579,herbs,2015,12,30,2
2051,brown bread,2015,4,20,0
2113,whole milk,2015,7,9,3
1909,margarine,2015,8,31,0
2328,other vegetables,2015,2,22,6
2948,hard cheese,2015,6,19,4
3504,dish cleaner,2015,5,20,2
3069,tropical fruit,2015,9,4,4
2142,UHT-milk,2015,5,19,1
4411,beverages,2015,4,17,4
1993,root vegetables,2015,8,7,4
4579,whole milk,2015,9,1,1
1177,brown bread,2015,10,14,2
2499,frozen vegetables,2015,4,24,4
4427,root vegetables,2015,1,14,2
2883,bottled water,2015,12,10,3
1242,bottled beer,2015,4,12,6
3409,brown bread,2015,11,12,3
1307,baking powder,2015,6,22,0
3507,frozen vegetables,2015,10,11,6
2606,rolls/buns,2015,1,26,0
3048,tidbits,2015,6,6,5
2007,brown bread,2015,11,23,0
3072,pickled vegetables,2015,1,26,0
3354,other vegetables,2015,1,14,2
3656,yogurt,2015,11,3,1
4417,tropical fruit,2015,5,18,0
3296,specialty bar,2015,6,6,5
1323,beef,2015,4,30,3
1754,pip fruit,2015,9,17,3
3872,whole milk,2015,3,11,2
3691,butter,2015,5,2,5
1218,whole milk,2015,12,29,1
1381,domestic eggs,2015,3,23,0
4550,other vegetables,2015,2,3,1
1377,bottled water,2015,6,2,1
4388,sauces,2015,2,19,3
2157,newspapers,2015,7,14,1
3321,bottled beer,2015,12,25,4
3205,butter,2015,11,12,3
4444,UHT-milk,2015,7,22,2
2348,root vegetables,2015,1,11,6
4275,chocolate,2015,8,18,1
3664,brown bread,2015,4,5,6
1627,other vegetables,2015,11,2,0
1641,pork,2015,5,27,2
1461,margarine,2015,12,21,0
4266,root vegetables,2015,6,17,2
2754,fruit/vegetable juice,2015,2,5,3
3117,other vegetables,2015,9,30,2
1654,frozen potato products,2015,4,29,2
1154,whole milk,2015,5,17,6
1333,curd,2015,9,22,1
2188,rolls/buns,2015,7,28,1
4679,other vegetables,2015,5,16,5
2495,soda,2015,7,28,1
4117,tropical fruit,2015,10,12,0
4035,canned beer,2015,12,1,1
1500,soda,2015,6,1,0
4357,canned beer,2015,4,13,0
1199,white bread,2015,11,21,5
4467,whole milk,2015,11,22,6
4220,whole milk,2015,11,21,5
4376,jam,2015,7,16,3
4190,fruit/vegetable juice,2015,12,24,3
4501,pork,2015,6,15,0
1454,coffee,2015,10,22,3
3922,rolls/buns,2015,1,4,6
3586,beverages,2015,2,5,3
2139,yogurt,2015,4,16,3
2475,soda,2015,10,11,6
3419,curd,2015,5,12,1
2518,rolls/buns,2015,3,7,5
1690,frozen vegetables,2015,3,3,1
1281,oil,2015,2,6,4
2176,long life bakery product,2015,4,2,3
2787,UHT-milk,2015,3,13,4
3460,whole milk,2015,2,14,5
3224,bottled water,2015,1,19,0
1540,root vegetables,2015,11,26,3
3942,other vegetables,2015,4,4,5
2939,bottled water,2015,3,8,6
3807,seasonal products,2015,10,26,0
3380,pip fruit,2015,5,16,5
1785,whole milk,2015,7,6,0
2625,baking powder,2015,6,3,2
1828,bottled water,2015,3,24,1
4225,root vegetables,2015,8,5,2
1646,butter,2015,8,28,4
1412,cream cheese ,2015,11,16,0
1892,yogurt,2015,4,24,4
2535,other vegetables,2015,10,11,6
4107,dog food,2015,11,15,6
1452,soda,2015,3,29,6
4853,house keeping products,2015,9,17,3
2196,other vegetables,2015,8,23,6
1026,root vegetables,2015,5,28,3
3879,whipped/sour cream,2015,3,12,3
4967,other vegetables,2015,9,23,2
3408,rolls/buns,2015,5,11,0
3732,white wine,2015,1,26,0
1040,onions,2015,11,26,3
2612,frozen meals,2015,5,31,6
1137,other vegetables,2015,9,26,5
4223,herbs,2015,6,15,0
3832,whole milk,2015,7,17,4
2179,whole milk,2015,4,16,3
2604,other vegetables,2015,12,2,2
2238,whole milk,2015,3,20,4
2589,other vegetables,2015,12,2,2
2402,bottled water,2015,6,9,1
4130,root vegetables,2015,6,11,3
4841,yogurt,2015,12,17,3
1734,pork,2015,8,6,3
3748,butter milk,2015,3,27,4
1021,yogurt,2015,10,22,3
1104,rolls/buns,2015,4,1,2
2613,soda,2015,9,1,1
4204,rolls/buns,2015,10,16,4
2022,white wine,2015,7,22,2
2242,butter,2015,5,6,2
4352,margarine,2015,7,20,0
1945,tropical fruit,2015,5,2,5
1427,other vegetables,2015,11,26,3
3709,pastry,2015,8,9,6
1349,domestic eggs,2015,4,13,0
4691,other vegetables,2015,8,1,5
1465,other vegetables,2015,6,26,4
2867,other vegetables,2015,7,16,3
2381,salt,2015,5,17,6
2471,hamburger meat,2015,8,13,3
3252,bottled water,2015,8,22,5
4077,curd cheese,2015,3,18,2
2359,other vegetables,2015,4,21,1
4430,tropical fruit,2015,2,12,3
3456,root vegetables,2015,10,9,4
2563,chicken,2015,3,6,4
2386,curd,2015,4,10,4
4909,domestic eggs,2015,10,26,0
1014,bottled beer,2015,3,10,1
1389,tropical fruit,2015,2,18,2
4800,soda,2015,12,24,3
1069,sliced cheese,2015,8,20,3
1833,whole milk,2015,12,7,0
4028,napkins,2015,8,7,4
3919,margarine,2015,9,2,2
3086,brown bread,2015,2,1,6
2708,frozen meals,2015,2,17,1
3513,condensed milk,2015,8,29,5
3774,beef,2015,9,16,2
4827,bottled water,2015,1,27,1
4213,chicken,2015,8,23,6
4536,bottled beer,2015,2,24,1
1489,soda,2015,6,23,1
2005,male cosmetics,2015,9,22,1
2429,whole milk,2015,6,29,0
2721,root vegetables,2015,10,8,3
3909,flour,2015,9,2,2
4808,semi-finished bread,2015,8,20,3
4024,margarine,2015,10,16,4
2855,herbs,2015,3,2,0
4881,whipped/sour cream,2015,7,28,1
1214,yogurt,2015,10,1,3
1608,whole milk,2015,10,11,6
1724,pip fruit,2015,9,9,2
1911,tropical fruit,2015,2,6,4
3881,other vegetables,2015,2,4,2
1780,whole milk,2015,8,27,3
4675,other vegetables,2015,9,14,0
3497,whole milk,2015,9,24,3
1000,semi-finished bread,2015,3,15,6
3955,canned beer,2015,8,28,4
4232,pip fruit,2015,12,19,5
3472,other vegetables,2015,2,28,5
4217,yogurt,2015,5,2,5
3778,citrus fruit,2015,1,10,5
2666,dessert,2015,6,4,3
3518,fruit/vegetable juice,2015,5,18,0
4525,citrus fruit,2015,9,28,0
2975,grapes,2015,1,28,2
1339,whole milk,2015,11,28,5
2001,other vegetables,2015,1,28,2
2091,pastry,2015,10,19,0
2453,whole milk,2015,8,28,4
4681,soda,2015,2,28,5
2618,yogurt,2015,9,14,0
3389,root vegetables,2015,1,26,0
3044,root vegetables,2015,9,29,1
3039,candles,2015,2,9,0
4563,canned beer,2015,5,14,3
2683,soda,2015,11,8,6
4063,pastry,2015,12,11,4
3014,newspapers,2015,10,19,0
4356,whole milk,2015,1,12,0
3050,white bread,2015,6,5,4
3613,root vegetables,2015,5,6,2
3152,semi-finished bread,2015,11,24,1
4187,canned vegetables,2015,10,28,2
2001,other vegetables,2015,3,3,1
1584,curd,2015,1,26,0
1475,frozen meals,2015,3,28,5
4942,specialty chocolate,2015,6,8,0
2083,ice cream,2015,7,11,5
4685,hard cheese,2015,8,27,3
2070,citrus fruit,2015,3,24,1
2657,dessert,2015,1,4,6
4012,butter,2015,4,4,5
2698,yogurt,2015,1,24,5
2222,pork,2015,12,28,0
2421,other vegetables,2015,10,27,1
2410,other vegetables,2015,11,21,5
2728,whole milk,2015,11,28,5
4810,newspapers,2015,3,17,1
1391,chocolate,2015,1,8,3
2167,newspapers,2015,8,12,2
3048,bottled beer,2015,8,20,3
3876,butter milk,2015,3,10,1
3937,salty snack,2015,11,19,3
1167,domestic eggs,2015,2,16,0
4031,other vegetables,2015,1,14,2
2946,napkins,2015,5,24,6
2672,liquor (appetizer),2015,9,3,3
3529,pork,2015,5,3,6
3986,citrus fruit,2015,11,18,2
3312,whole milk,2015,7,29,2
2392,butter,2015,12,15,1
1756,other vegetables,2015,3,3,1
2875,soda,2015,1,11,6
3871,tropical fruit,2015,7,31,4
4512,beef,2015,12,21,0
2426,chewing gum,2015,8,26,2
3728,ice cream,2015,4,10,4
1093,domestic eggs,2015,3,28,5
3322,citrus fruit,2015,4,25,5
1386,soda,2015,7,31,4
3429,sparkling wine,2015,10,5,0
1932,pip fruit,2015,7,9,3
1865,butter milk,2015,3,12,3
4672,other vegetables,2015,2,13,4
4432,female sanitary products,2015,5,28,3
2129,pork,2015,11,8,6
1104,yogurt,2015,3,18,2
3529,beverages,2015,9,13,6
3271,yogurt,2015,12,27,6
1002,specialty chocolate,2015,8,30,6
2184,misc. beverages,2015,9,6,6
4648,yogurt,2015,8,10,0
3595,zwieback,2015,10,15,3
2752,berries,2015,10,10,5
4101,red/blush wine,2015,4,30,3
1793,berries,2015,4,12,6
4224,pastry,2015,4,10,4
2846,instant coffee,2015,8,15,5
1697,other vegetables,2015,2,23,0
3884,rolls/buns,2015,7,4,5
2669,onions,2015,9,24,3
4843,yogurt,2015,2,25,2
1663,tropical fruit,2015,11,11,2
4169,canned beer,2015,3,19,3
2799,yogurt,2015,5,25,0
2178,female sanitary products,2015,12,20,6
3312,brown bread,2015,12,24,3
3609,liquor,2015,11,7,5
1004,hygiene articles,2015,2,12,3
2401,white bread,2015,1,15,3
4165,roll products ,2015,10,2,4
2017,chocolate,2015,2,14,5
2485,dog food,2015,5,18,0
2261,packaged fruit/vegetables,2015,6,18,3
1437,coffee,2015,8,15,5
4065,other vegetables,2015,11,5,3
1904,yogurt,2015,4,18,5
4573,packaged fruit/vegetables,2015,5,28,3
4233,coffee,2015,6,16,1
3928,domestic eggs,2015,9,26,5
4916,newspapers,2015,1,25,6
2883,yogurt,2015,4,16,3
2938,tropical fruit,2015,6,25,3
1063,candy,2015,1,23,4
3365,other vegetables,2015,6,28,6
2795,white bread,2015,6,5,4
1336,frozen meals,2015,4,4,5
2937,other vegetables,2015,7,31,4
3391,coffee,2015,12,21,0
3719,beverages,2015,4,6,0
3986,citrus fruit,2015,5,26,1
2757,white bread,2015,2,15,6
1783,UHT-milk,2015,7,7,1
4234,rolls/buns,2015,2,8,6
3484,rolls/buns,2015,5,8,4
3337,yogurt,2015,10,1,3
2472,processed cheese,2015,1,17,5
1355,sugar,2015,2,25,2
3072,ham,2015,8,6,3
1817,hamburger meat,2015,8,21,4
2063,soups,2015,10,9,4
4216,pork,2015,4,28,1
2984,mustard,2015,2,24,1
3365,domestic eggs,2015,10,25,6
2260,soda,2015,6,27,5
4798,cream cheese ,2015,8,24,0
4952,soda,2015,10,22,3
4778,packaged fruit/vegetables,2015,1,24,5
1517,bottled beer,2015,1,3,5
2433,whole milk,2015,7,31,4
3938,other vegetables,2015,7,31,4
2569,beverages,2015,6,30,1
2092,rum,2015,5,24,6
3174,frozen dessert,2015,9,2,2
4513,dishes,2015,4,11,5
2467,liquor,2015,4,2,3
3508,curd,2015,7,25,5
1939,tropical fruit,2015,2,7,5
1636,whole milk,2015,4,5,6
2443,pastry,2015,12,1,1
4911,rolls/buns,2015,7,1,2
3835,pickled vegetables,2015,9,16,2
2363,pastry,2015,5,22,4
2344,other vegetables,2015,4,19,6
3911,pet care,2015,2,15,6
1450,coffee,2015,8,7,4
3495,whole milk,2015,11,18,2
1625,root vegetables,2015,11,27,4
3265,packaged fruit/vegetables,2015,9,12,5
3247,sliced cheese,2015,1,11,6
1777,fruit/vegetable juice,2015,8,7,4
1862,napkins,2015,5,9,5
2942,whole milk,2015,1,2,4
2932,whole milk,2015,1,22,3
4049,citrus fruit,2015,1,8,3
1954,onions,2015,6,8,0
2321,long life bakery product,2015,6,16,1
2930,pastry,2015,3,23,0
3214,brown bread,2015,3,27,4
4877,sliced cheese,2015,6,20,5
1277,white bread,2015,7,6,0
2239,canned fruit,2015,12,13,6
4929,bottled water,2015,3,26,3
1390,dental care,2015,2,3,1
1870,popcorn,2015,9,9,2
3405,canned fish,2015,3,4,2
2338,curd,2015,8,12,2
2051,pip fruit,2015,11,9,0
3504,sugar,2015,6,7,6
3405,whole milk,2015,4,13,0
2512,fruit/vegetable juice,2015,2,9,0
4038,processed cheese,2015,6,11,3
1759,whole milk,2015,9,26,5
2813,cake bar,2015,1,10,5
3055,soda,2015,8,18,1
1733,yogurt,2015,3,18,2
1913,curd,2015,8,18,1
4864,hygiene articles,2015,3,27,4
4812,whole milk,2015,5,27,2
3042,frozen meals,2015,5,10,6
4988,make up remover,2015,4,10,4
4486,bottled beer,2015,7,21,1
4069,soda,2015,3,5,3
4600,fruit/vegetable juice,2015,7,14,1
3588,seasonal products,2015,5,5,1
4175,other vegetables,2015,1,29,3
2599,cake bar,2015,7,30,3
4671,instant coffee,2015,7,15,2
2270,long life bakery product,2015,9,6,6
2494,canned fish,2015,5,5,1
1406,misc. beverages,2015,12,28,0
3910,rolls/buns,2015,12,18,4
3358,whole milk,2015,2,21,5
1943,whole milk,2015,1,14,2
1995,rolls/buns,2015,12,6,6
4666,long life bakery product,2015,2,24,1
1994,waffles,2015,11,3,1
4892,cat food,2015,9,1,1
3531,canned beer,2015,8,29,5
1148,white bread,2015,4,15,2
1787,whole milk,2015,10,31,5
4215,mustard,2015,5,31,6
2158,whole milk,2015,1,8,3
2510,cling film/bags,2015,9,29,1
3180,tropical fruit,2015,10,19,0
3207,chocolate,2015,8,8,5
1226,soda,2015,12,11,4
1682,domestic eggs,2015,6,25,3
1509,yogurt,2015,4,11,5
2364,onions,2015,6,21,6
4679,pastry,2015,10,11,6
4324,whole milk,2015,5,1,4
3497,yogurt,2015,6,14,6
1008,yogurt,2015,7,21,1
4572,coffee,2015,10,29,3
4030,domestic eggs,2015,4,7,1
2422,white bread,2015,12,8,1
2694,hard cheese,2015,11,24,1
3481,curd,2015,3,8,6
3821,herbs,2015,3,1,6
3752,soda,2015,8,20,3
3262,yogurt,2015,8,12,2
1370,newspapers,2015,6,28,6
1090,yogurt,2015,8,31,0
3862,rolls/buns,2015,11,18,2
4495,domestic eggs,2015,8,4,1
2492,other vegetables,2015,1,11,6
4688,canned beer,2015,1,8,3
3633,brown bread,2015,7,14,1
3709,yogurt,2015,8,8,5
1220,rice,2015,9,2,2
4236,brown bread,2015,11,25,2
3308,soft cheese,2015,8,19,2
1183,cream cheese ,2015,12,6,6
1999,shopping bags,2015,8,24,0
4828,canned beer,2015,11,10,1
3608,other vegetables,2015,12,10,3
3983,butter,2015,9,9,2
3460,canned vegetables,2015,7,24,4
1703,canned beer,2015,2,21,5
3002,coffee,2015,8,13,3
4836,specialty chocolate,2015,8,17,0
1561,flower (seeds),2015,5,6,2
4731,napkins,2015,4,4,5
3812,whole milk,2015,11,13,4
2097,newspapers,2015,1,10,5
4986,frozen meals,2015,1,28,2
4742,tropical fruit,2015,11,15,6
2502,sauces,2015,4,15,2
1135,soda,2015,10,7,2
2403,pip fruit,2015,2,14,5
4234,canned vegetables,2015,7,17,4
4068,butter,2015,11,12,3
2311,domestic eggs,2015,6,30,1
1353,tropical fruit,2015,1,21,2
3251,chocolate,2015,5,7,3
1748,beverages,2015,8,3,0
1638,candles,2015,12,3,3
2170,frozen potato products,2015,10,2,4
3903,dessert,2015,6,2,1
1245,canned fruit,2015,6,27,5
3237,frozen vegetables,2015,6,28,6
2843,onions,2015,12,10,3
3095,whole milk,2015,10,13,1
4076,detergent,2015,5,22,4
1298,soda,2015,6,23,1
4591,onions,2015,6,13,5
3592,canned beer,2015,10,28,2
1305,white wine,2015,5,23,5
4326,liquor,2015,6,11,3
3189,root vegetables,2015,3,2,0
1991,specialty bar,2015,10,2,4
2091,candy,2015,2,8,6
3100,waffles,2015,6,3,2
4984,yogurt,2015,4,26,6
4444,root vegetables,2015,6,10,2
4678,whole milk,2015,12,17,3
1670,pickled vegetables,2015,11,22,6
3214,whipped/sour cream,2015,1,14,2
